1023,кофем ыкI,koffiebone,‫البن‬,каву ў зернях ,кафе на зърна,কফিবীজ ,kava u zrnu,els grans de cafè ,kávová zrna,kaffebønner ,die Kaffeebohnen,οι κόκκοι καφέ ,coffee beans,coffee beans,los granos de café,kohvioad,‫دانه قهوه‬,kahvipavut,les grains de café,פולי קפה ,काफी बीन्स ,zrna kave,kávébab,biji kopi,i chicchi di caffè,コー​​ヒー豆 ,ყავის მარცვლები ,커피 원두 ,kavos pupelės ,Kafijas pupiņas ,зрна кафе ,कॉफीच्या बिया ,de koffiebonen,kaffebønner,ਕਾਫੀ ਬੀਨਜ਼ ,ziarna kawy,os grãos de café,os grãos de café ,cafeaua boabe,зерна кофе,kávové zrná ,kavna zrna,Kokrra kafe,кафа у зрну,kaffebönor,காபிக்கொட்டை,కాఫీ గింజలు ,เมล็ดกาแฟ,kahve çekirdekleri ,кавові зерна,‫کافی بین‬ ,hạt cà phê ,咖啡豆
1024,щашъхьэ,room,‫القشدة‬,крэм ,сметана,ক্রিম ,vrhnje,la nata,smetana,cremen,die Sahne,η κρέμα ,cream,cream,la nata,koor,‫خامه ‬,kerma,la crème fraîche,קרם ,क्रीम ,krema,tejszín,krim,la panna,クリーム ,კრემი ,크림 ,grietinė(lė) ,krējums ,крем ,मलई ,de slagroom,krem,ਕ੍ਰੀਮ ,krem,o chantili,o creme,crema,сливки,smotana,smetana,Kremë ,шлаг,grädde,பால் ஏடு,మీగడ ,ครีม,krem,вершки,‫کریم‬ ,kem,奶油
1025,губгъопхъы,komynsaad,‫الكمون‬,кмена ,кимион,জিরা ,kim,el comí ,kmín,spidskommen,der Kümmel,το κύμινο ,cumin,cumin,el comino,köömned ,‫زیره‬,kumina,le cumin,כמון ,जीरा ,kumin,kömény,jinten,il cumino,クミン ,კვლიავი ,쿠민 ,kmynai,the ķimenes ,ким ,जिरे ,de komijn,karve,ਜੀਰਾ ,kminek,o cominho,o cominho,chimen,тмин,rasca,kumina,Qimnon,ким,kummin,சீரகம்,జీలకర్ర ,ยี่หร่า,kimyon,тмин,‫زیرہ‬ ,cây thì là Ai cập ,小茴香
1026,десерт,nagereg,‫الحلو‬,дэсерт ,десерт,আহারান্তের মিষ্টান্ন ,desert,les postres,zákusek,desserten,der Nachtisch,το επιδόρπιο ,dessert,dessert,el postre,järelroog ,‫دسر‬,jälkiruoka ,le dessert,קינוח ,मिठाई ,desert,desszert,makanan penutup,il dessert,デザート ,დესერტი ,디저트 ,desertas,deserts,десерт ,मिठाई ,het dessert,dessert,ਮਠਿਆਈ ,deser,a sobremesa,a sobremesa,desert,десерт,zákusok ,sladica,Deserti,десерт,efterrätt,இனிப்பு உணவு,భోజనం తర్వాత వడ్డించే తీపి పదార్థాలు ,ของหวาน,tatlı ,десерт,‫میٹھا‬ ,món tráng miệng ,甜点
1027,десерт,poeding,‫الحلوى‬,дэсерт ,десерт,আহারান্তের মিষ্টান্ন ,desert,les postres,dezert,desserten,das Dessert,το επιδόρπιο ,dessert,dessert,el postre,magustoit,‫دسر‬,jälkiruoka ,le dessert,קינוח ,मिठाई ,desert,desszert,makanan penutup,il dessert,デザート ,დესერტი ,디저트 ,desertas,deserts,десерт ,मिठाई ,het dessert,dessert,ਮਠਿਆਈ ,deser,a sobremesa,a sobremesa,desert,десерт,dezert,posladek,Deserti,десерт,dessert,பழவகை உணவு,భోజనం తర్వాత వడ్డించే తీపి పదార్థాలు ,ของหวาน,tatlı ,десерт,‫میٹھا‬ ,món tráng miệng ,甜点
1028,пчыхьэшъхьашхэ,aandete,‫العشاء‬,вячэру ,вечеря,রাতের খাবার ,večera,el sopar,večeře,middagen,das Abendessen,το δείπνο ,dinner,dinner,la cena,õhtusöök ,‫شام‬,illallinen,le dîner,ארוחת ערב ,डिनर ,večera,vacsora,makan malam,la cena,夕食 ,სადილი ,저녁 식사 ,vakarienė ,vakariņas ,вечера ,रात्रीचे जेवण ,het diner,middag,ਡਿਨਰ ,obiad,o jantar,o jantar,cina,ужин,večera ,večerja ,Darka,вечера,middag,இரவு உணவு,విందు ,อาหารเย็น,akşam yemeği ,вечеря,‫شام کا کھانا‬ ,bữa ăn tối ,晚餐
1029,шхыны,gereg,‫الوجبة‬,страва ,ястие,থালা ,jelo,el plat,jídlo,skålen ,das Gericht,το πιάτο ,dish,dish,el plato,roog,‫وعده غذایی‬,ruokalaji,le plat,מנה ,थाली ,jelo,étel,hidangan,il piatto,皿 ,კერძი ,요리 ,patiekalas,ēdiens ,сад ,ताट ,de schotel,matrett,ਡਿਸ਼ ,danie,o prato de comida,o prato,farfurie,блюдо,jedlo,jed,Gjella,јело,maträtt,வட்டில்,వెడల్పు మూతి కలిగిన గిన్నె ,จาน,çanak ,страва,‫ڈش‬ ,món ăn ,一道菜
1030,тхьацу,deeg,‫العجين‬,цеста ,тесто,মাখা ময়দার তাল ,tijesto,la massa,těsto,dejen,der Teig,η ζύμη ,dough,dough,la masa,tainas,‫خمیر‬,taikina,la pâte,בצק ,आटा ,tijesto,tészta,adonan,l`impasto,生地 ,ცომი ,밀가루 반죽 ,tešla ,mīkla ,тесто , मळलेले पीठ ,het deeg,deig,ਗੁੰਨ੍ਹਿਆ ਆਟਾ ,ciasto,a massa,a massa,aluat,тесто,cesto,testo,Brumi,тесто,deg,பிசைந்த மாவு,రొట్టెల పిండి ,แป้งโด,Hamur,тісто,‫پیڑا‬ ,bột nhào ,面团
1031,кIэнкIэ,eier,‫البيضة‬,яйка ,яйце,ডিম ,jaje,l`ou,vejce,ægget ,das Ei,το αυγό ,egg,egg,el huevo,muna,‫تخم مرغ‬,muna,l`œuf,ביצה ,अंडा ,jaje,tojás,telur,l`uovo,卵 ,კვერცხი ,계란 ,kiaušinis ,ola,јајце ,अंडे ,het ei,egg,ਆਂਡਾ ,jajko,o ovo,o ovo,ou,яйцо,vajce,jajce,Veza,јаје,ägg,முட்டை,గ్రుడ్డు ,ไข่,Yumurta,яйце,‫انڈہ‬ ,trứng ,鸡蛋
1032,хьаджыгъэ,meel,‫الطحين‬,мукі ,брашно,ময়দা ,brašno,la farina,mouka,mel,das Mehl,το αλεύρι ,flour,flour,la harina,jahu,‫آرد‬,jauhot,la farine,קמח ,आटा ,brašno,liszt,tepung,la farina,小麦粉 ,ფქვილი ,가루 ,miltai,milti,брашно ,पीठ ,de bloem,mel,ਆਟਾ ,mąka,a farinha,a farinha,făină,мука,múka ,moka,Mielli,брашно,mjöl,மாவு,పిండి ,แป้ง,Un,борошно,‫آٹا‬ ,bột ,面粉
1033,картоф-фри,slap tjips,‫البطاطس المقلية‬,бульба-фры ,пържени картофи,ফ্রেঞ্চ ফ্রাইস ,pomfrit,les patates fregides,hranolky,pommes frites,die Pommes frites,οι τηγανιτές πατάτες ,French fries,French fries,las patatas fritas,friikartulid,‫سیب زمین سرخ کرده‬,ranskalaiset,les frites,צ`יפס ,फ्रेंच फ्राइज़ ,pomfrit,sültkrumpli,kentang goreng,la patatine fritte,フライドポテト ,შემწვარი კარტოფილი ,감자 튀김 ,keptos bulvytės ,Francijas kartupeļi ,помфрит ,फ्रेंच फ्राइज ,de franse frietjes,pommes frites,ਫ੍ਰੈਂਚ ਫ੍ਰਾਈਜ਼ ,frytki,as batatas fritas,as batatas fritas,cartofi prajiti,картофель-фри,hranolčeky ,ocvrt krompir,Patatine të skuqura ,помфрит,pommes frites,பிரஞ்சு பொரியல்,ఫ్రెంచ్ ఫ్రైస్ ,มันฝรั่งทอด,patates kızartması ,картопля-фрі,‫فرنچ فرائز‬ ,khoai tây chiên kiểu Pháp ,炸薯条
1034,кIэнкIэ-нэкъикI,gebakte eier,‫البيض المقلي‬,смажанае яйка ,яйца на очи,ভাজা ডিম ,jaje na oko,l`ou fregit,sázené vejce,spejleæg ,das Spiegelei,το τηγανητό αυγό ,fried egg,fried egg,el huevo frito,härjasilm ,‫نیمرو‬,paistettu kananmuna,l`œuf sur le plat,ביצת עין ,तले हुए अंडे ,prženo jaje,tükörtojás,telur goreng,l`uovo all`occhio di bue,目玉焼き ,შემწვარი კვერცხი ,계란 프라이 ,keptas kiaušinis ,ceptas olas,пржени јајца ,तळलेले अंडे ,het gebakken ei,speilegg,ਤਲੇ ਹੋਏ ਆਂਡੇ ,jajko sadzone,o ovo estrelado,o ovo frito,ou,яичница-глазунья,volské oko ,ocvrto jajce,Vezë të fërguara ,јаје на око,stekt ägg,பொறித்த முட்டை,వేయించిన గుడ్డు ,ไข่ทอด,sahanda yumurta,яєчня,‫تلا ہوا انڈہ‬ ,trứng rán ,煎鸡蛋
1035,дэжъый,haselneut,‫البندق‬,лясной арэх ,лешник,বৃক্ষবিশেষের বাদাম ,lješnjak,l`avellana,lískový oříšek,hasselnød ,die Haselnuss,το φουντούκι ,hazelnut,hazelnut,la avellana,pähkel ,‫فندق‬,hasselpähkinä ,la noisette,אגוזי לוז ,हेज़लनट ,lješnjak,mogyoró,kemiri,la nocciola,ヘーゼルナッツ ,თხილი ,헤즐넛 ,lazdyno riešutas ,lazdu riekstu,лешник , डोंगरी-बदाम ,de hazelnoot,hasselnøtt,ਹੇਜ਼ਲਨੱਟ ,orzech laskowy,a avelã,a avelã ,alune de pădure,лесной орех,lieskový oriešok ,lešnik ,Lajthi,лешник,hasselnöt,ஹாசல்நட்,హాజెల్ నట్ ,เฮเซลนัท,fındık ,лісовий горіх,‫ہیزل کا بادام‬ ,hạt dẻ ,榛子
1036,морожн/ щэгъэщтыгъ/ щтыгъэ,roomys,‫الآيس كريم‬,марозіва ,сладолед,আইসক্রিম ,sladoled,el gelat,zmrzlina,isen,die Eiscreme,το παγωτό ,ice cream,ice cream,el helado,jäätis ,‫بستنی‬,jäätelö ,la crème glacée,גלידה ,आइसक्रीम ,sladoled,jégkrém,es krim,il gelato,アイスクリーム ,ნაყინი ,아이스크림 ,ledai,saldējums ,сладолед ,आइस्क्रीम ,het ijs,is,ਆਈਸਕ੍ਰੀਮ ,lody,o sorvete,o sorvete,îngheţată,мороженое,zmrzlina,sladoled,Akullore,сладолед,glass,ஐஸ் க்ரீம்,హిమగుల్మం ,ไอศครีม,dondurma,морозиво,‫آئسکریم‬ ,kem,冰淇淋
1037,кетчуп,tamatiesous,‫الكاتشب‬,кетчупа ,кетчуп,কেচাপ ,kečap,el quètxup ,kečup,ketchup,das Ketchup,το κέτσαπ ,ketchup,ketchup,el ketchup,ketšup ,‫سس گوجه‬,ketsuppi,le ketchup,קטשופ ,केचप ,kečap,ketchup,saus tomat,il ketchup,ケチャップ ,კეჩუპი ,케첩 ,kečupas ,kečups ,кечап ,टोमॅटो/ इ. ची चटणी ,de ketchup,ketchup,ਚਟਨੀ ,ketchup,o ketchup,o ketchup,ketchup,кетчуп,kečup ,kečap ,Keçap ,кечап,ketchup,தக்காளி பழக்களி,కెచప్ ,ซอสมะเขือเทศ,ketçap ,кетчуп,‫کیچپ‬ ,nước sốt cà chua nấm ,番茄酱
1038,лазанье/ шхыгъо,lasagne,‫اللازانيا‬,лажання ,лазаня,পাস্তা ডিশ/ একধরনের ইটালিয়ান খাবার ,lazanje,la lasanya,lasagne,lasagne,die Lasagne,τα λαζάνια ,lasagna,lasagna,la lasaña,lasanje,‫لازانیا‬,lasagne,la lasagne,לזניה ,lasagna,lazanje,lasagne,lasagna,la lasagna,ラザニア ,ლაზანია ,라자냐 ,lazanija,the lazanja,лазања ,एक प्रकारचा पास्ता ,de lasagne,lasagne,ਲਾਸਾਗਨਾ ,lasagna,a lasanha,a lasanha,lasagna,лазанья,lasagnie,lazanja,Lazanja,лазање,lasagne,லஸாணியா,లసజ్ఞ ,ลาซานญ่า,lazanya,лазанья,‫لسانیہ‬ ,món bột cà chua nước xốt phó mát hấp ,千层面
1039,лъэпсэIэшIу,drop,‫حلوى بمذاق عرق السوس‬,саладкакорань ,женско биле,যষ্টিমধু ,slatkiš od sladića,la regalèssia ,lékořice,lakrids,die Lakritze,η γλυκόριζα ,licorice,licorice,el regaliz,lagrits,‫پاستیل‬,lakritsi,le réglisse,שוש ,नद्यपान ,slatkiš,medvecukor,permen hitam,la liquirizia,甘草 ,ძირტკბილა ,감초 ,saldymedis,the lakrica,сладунец ,ज्येष्ठमध ,de drop,lakris,ਲਾਈਕੋਰਾਈਸ ,lukrecja,o alcaçuz,o alcaçuz ,lemn dulce,лакрица,sladké drievko ,lakrica,Jamball,слаткиш од сладића,lakrits,அதிமதுரம்,లైసో రైస్ ,ชะเอม,meyan,лакриця,‫ملٹھی کی مٹھائی‬ ,cam thảo ,甘草
1040,щэджэгъуашх,middagete,‫وجبة الغداء‬,абед ,обяд,দুপুরের খাবার ,ručak,el dinar,oběd,frokost,das Mittagessen,το γεύμα / μεσημεριανό ,lunch,lunch,el almuerzo,lõunasöök ,‫ناهار‬,lounas,le déjeuner,צהריים ,लंच ,ručak,ebéd,makan siang,il pranzo,ランチ ,ლანჩი ,점심 시간 ,pietūs ,pusdienas,ручек ,लंच ,de lunch,lunsj,ਲੰਚ ,obiad,o almoço,o almoço ,masa de prânz,обед,obed,kosilo,Dreka,ручак,lunch,மதிய உணவு,మధ్యాహ్న భోజనం ,รับประทานอาหารกลางวัน,öğle yemeği ,обід,‫دن کا کھانا‬ ,bữa ăn trưa ,午餐
1041,макарон,makaroni,‫المعكرونة‬,макароны ,макарони,এক ধরনের খাবার ,makaroni,els macarrons,makarony,makaronien,die Makkaroni,τα μακαρόνια ,macaroni,macaroni,los macarrones,makaronid,‫ماکارونی‬,makaroni,les macaronis,מקרוני ,सेवई ,makaroni,makaróni,makaroni,i maccheroni,マカロニ ,მაკარონი ,마카로니 ,makaronai,makaronu,макарони ,इटालियन शेवई ,de macaroni,makaroni,ਮੈਕਰੋਨੀ ,makaron,o macarrão,o macarrão ,macaroane,макароны,makaróny ,testenine,Makarona,макарони,makaroner,மேக்ரோனி,సేమియాలు ,มักกะโรนี,makarna,макарони,‫مکرونی‬ ,món mì ống macaroni ,通心粉
1042,картоф щытIагъ,kapokaartappels,‫البطاطا المهروسة‬,бульбяное пюрэ ,картофено пюре,আলুর ভর্তা ,pire od krompira,el puré de patates ,bramborová kaše,kartoffelmos,der Kartoffelbrei,ο πουρές πατάτας ,mashed potatoes,mashed potatoes,el puré de patatas,kartulipuder,‫پوره سیب زمینی‬,perunamuussi,la purée de pommes de terre,פירה ,भरता ,pire krumpir,burgonyapüré,kentang tumbuk,le patate schiacciate,マッシュポテト ,პიურე ,으깬 감자 ,bulvių košė ,ar medu kartupeļi ,пире од компири ,बटाट्याचे भरीत ,de aardappelpuree,potetmos,ਮਸਲੇ ਹੋਏ ਆਲੂ ,puree,o puré de batatas,o purê de batatas ,piure de cartofi,картофельное пюре,zemiaková kaša ,pire krompir,Patate të shtypura ,пире од кромпира,potatismos,பிசைந்த உருளைக்கிழங்கு,గుజ్జు బంగాళదుంపలు ,มันฝรั่งบด,patates püresi ,картопляне пюре,‫کچلا ہوا آلو‬ ,món khoai tây nghiền ,土豆泥
1043,лы,vleis,‫اللحوم‬,мяса ,месо,মাংস ,meso,la carn,maso,kødet ,das Fleisch,το κρέας ,meat,meat,la carne,liha,‫گوشت‬,liha,la viande,בשר ,मांस ,meso,hús,daging,la carne,肉 ,ხორცი ,고기 ,mėsa ,gaļa ,месо ,मांस ,het vlees,kjøtt,ਮੀਟ ,mięso,a carne,a carne,carne,мясо,mäso ,meso,Mishi,месо,kött,இறைச்சி,మాంసం ,เนื้อสัตว์,et,м`ясо,‫گوشت‬ ,thịt ,肉
1044,шампиньон/ хьаIу,sampioen,‫الفطر‬,грыбы ,гъба,মাশরুম ,šampinjon,el xampinyó ,žampion,svampe,der Champignon,το μανιτάρι ,mushroom,mushroom,el champiñón,šampinjon ,‫قارچ‬,sieni,le champignon,פטריות ,कुकुरमुत्ता ,gljiva,gomba,jamur,il fungo,キノコ ,სოკო ,버섯 ,grybas,Sēņu ,печурки ,अळंबे ,de paddestoel,sopp,ਖੁੰਬ ,grzyb,o cogumelo,o cogumelo,ciuperci,шампиньон,šampiňón ,šampinjon ,Këpurdha ,шампињон,champinjon,காளான்,పుట్టగొడుగు ,เห็ด,mantar,печериця,‫کھمبی‬ ,nấm ,蘑菇
1045,тхьацу упкIэтагъ,noedel,‫المعكرونة‬,локшына ,юфка,নুডল ,tjestenina,el fideu,nudle,nudel,die Nudel,το ζυμαρικό ,noodle,noodle,el fideo,nuudel,‫ماکارونی‬,nuudeli,la nouille,אטריות ,नूडल ,tjestenina,tészta,mie,la pasta,麺 ,ატრია ,국수 ,makaronai,nūdeles ,тестенини ,नूडल ,de mie,pasta,ਨੂਡਲ ,makaron,o macarrão,a massa,tăiţei,лапша,rezance,testenina,Petë ,тестенина,pasta,நூடுல்ஸ்,నూడుల్ ,ก๋วยเตี๋ยว,şehriye ,локшина,‫نوڈل‬ ,mì sợi ,面条
1046,зэнтхъ гъэушъэбыгъ,hawermeel,‫الشوفان‬,аўсянка ,овесена каша,জইচূর্ণ ,zobene pahuljice,la farina de civada,ovesné vločky,havregryn,die Haferflocken,οι νιφάδες βρώμης ,oatmeal,oatmeal,la harina de avena,kaerahelbed,‫جو‬,kaurapuuro,les flocons d`avoine,שיבולת שועל ,जई का आटा ,zobena pahuljice,zabpehely,bubur gandum,la farina d`avena,オートミール ,შვრია ,귀리 가루 ,avižiniai dribsniai ,the auzu,каша од овес ,ओटचे जाडे भरडे पीठ ,de havermout,havregryn,ਓਟਮੀਲ ,owsianka,a farinha de aveia,a farinha de aveia / o mingau de aveia,fulgi de ovăz,овсяные хлопья,ovsené vločky ,ovseni kosmiči ,Miell tërshëre ,зобене пахуљице,havregryn,ஓட்ஸ் கஞ்சி,పిండిలో ఓ రకం ,ข้าวโอ๊ต,yulaf ezmesi,вівсяні пластівці,‫دلیا‬ ,cháo bột yến mạch ,燕麦片
1047,паэлья,paella,‫النيجرو‬,паэлья ,паеля,স্প্যানিশ খাবার বিশেষ ,paella,la paella,paella,paellaen,die Paella,η παέγια ,paella,paella,la paella,paella,‫پلو اسپانیایی‬,paellaa,la paella,פאייה ,एक प्रकार का मिश्रित भोजन ,paella,paella,paella,la paella,パエリヤ ,პაელა ,파엘라 ,paelja,the paella,паела ,एक प्रकारचे संमिश्र भोजन ,de paella,paella,ਪਾਇਲਾ ,paella,a paelha,a paella,paella,паэлья,paella,paela,Paella,паеља,paella,ஸ்பானி அரிசி உணவு,ఒక మిశ్రిత భోజనము ,ข้าวอบซีฟู้ด,paella,паелья,‫پلاؤ بریانی‬ ,cơm thập cẩm ,海鲜饭
1048,тхъужъэут,pannekoek,‫الفطيرة‬,блін ,палачинка,ডিমের বড়া ,palačinka,la crep,lívanec,pandekagen,der Pfannkuchen,η τηγανίτα ,pancake,pancake,el panqueque,pannkook,‫پن کیک‬,pannukakku,la crêpe,פנקייק ,पैनकेक ,palačinka,palacsinta,panekuk,la frittella,ホットケーキ ,ბლინი ,팬케이크 ,blynas,pankūka ,палачинка ,पैनकेक ,de pannenkoek,pannekake,ਪੈਨਕੇਕ ,naleśnik,a panqueca,a panqueca,clatita,блинчик,palacinka,palačinka ,Petulla,палачинка,pannkaka,தட்டையான பணியார வகை,పెనముపై వేయించిన అట్టు ,แพนเค้ก,pancake,млинець,‫پین کیک‬ ,bánh kếp ,煎饼
1049,чIыдэ,grondboontjie,‫الكاوكاو‬,арахіса ,фъстък,চিনাবাদাম ,kikiriki,el cacauet,burský oříšek,jordnød ,die Erdnuss,το φυστίκι ,peanut,peanut,el cacahuete,maapähkel ,‫بادام زمینی‬,maapähkinä ,l`arachide,בוטנים ,मूंगफली ,kikiriki,mogyoró,kacang tanah,l`arachide,ピーナッツ ,მიწის თხილი ,땅콩 ,žemės riešutas ,zemesriekstu,кикирики ,शेंगदाणा ,de pinda,peanøtt,ਮੂੰਗਫਲੀ ,orzech,o amendoim,o amendoim,arahide,арахис,arašidy ,arašid ,Kikiriku,кикирики,jordnöt,நிலக்கடலை,బఠాణీ గింజ ,ถั่วลิสง,fıstık ,арахіс,‫مونگ پھلی‬ ,củ lạc (đậu phộng) ,花生
1050,щыбжьый,peper,‫حبوب الفلفل‬,перац ,пипер,মরিচ ,biber,el pebrot,pepř,peber,der Pfeffer,το πιπέρι ,pepper,pepper,el pimiento,pipar,‫فلفل‬,pippuria,le poivre,פלפל ,काली मिर्च ,papar,bors,lada,il pepe,コショウ ,წიწაკა ,후추 ,pipirai,pipari,бибер ,काळी मिरी ,de peper,pepper,ਕਾਲੀ ਮਿਰਚ ,pieprz,a pimenta,a pimenta,piper,перец,korenie,poper,Piperi,бибер,paprika,மிளகு,మిరియాలు ,พริกไทย,biber,перець,‫کالی مرچ‬ ,hạt tiêu ,胡椒
1051,щыбжьыилъ,peperpot,‫الفلفل الخشن‬,перачніца ,съд за пипер,লবণদানি ,bibernik,el pebrer,pepřenka,peberbøssen ,der Pfefferstreuer,η πιπεριέρα ,pepper shaker,pepper shaker,el pimentero,pipratoos,‫فلفل دان‬,pippurimylly,la poivrière,פלפליה ,कालीमिर्च दानी ,staklenka za papar,borsszóró,penabur merica,il pepino,ペッパーシェーカー ,ნახვრეტებიანი საპილპილე ,후추병 ,pipirinė ,pipari kratītājs ,сад за бибер ,मिरपूड हलवणी ,de peperstrooier,pepperbøsse,ਪੈਪਰ ਸ਼ੇਕਰ ,pieprzniczka,o pimenteiro,o pimenteiro,solniță de piper,перечница,korenička ,poprnica,Shtypës piperi ,посуда за бибер,pepparkar,மிளகு குலுக்கி,మిరియాల పొడి కదపునది ,กระปุกพริกไทยแบบเขย่า,biber çalkalayıcı ,перечниця,‫کالی مرچ کی بوتل‬ ,lọ rắc hạt tiêu ,胡椒粉
1052,мыжъо шъхьалъ,pepermeule,‫مطحنة الفلفل‬,peppermill,мелница за пипер,হামানদিস্তা ,mlin za biber,el pebre,mlýnek na pepř,peberbøssen ,die Pfeffermühle,ο μύλος πιπεριού ,peppermill,peppermill,la pimienta,pipraveski,‫آسیاب فلفل‬,pippurimylly,le moulin à poivre,מטחנת פלפל ,कालीमिर्च दानी ,mlin za papar,borsdaráló,gilingan merica,il macinapepe,ペッパーミル ,პილპილის საფქვავი ,후추 빻는 기구 ,pipirmalė ,peppermill,мелница за бибер ,मिरपूड गिरणी ,de pepermolen,pepperkvern,ਪੈਪਰਮਿੱਲ ,młynek do pieprzu,o moinho de pimenta,o moedor de pimenta,rânșniță,мельница для перца,mlynček na korenie ,mlin za poper,Shtypës piperi ,млин за бибер,pepparkvarn,மிளகு அரவை,మిరియము మిల్లు ,เปปเปอร์,biber öğütücü ,млин для перцю,‫کالی مرچ پیسنے کی مشین‬ ,cối xay hạt tiêu ,胡椒磨
1053,нэшэбэгу цIыкIу,piekel,‫خيارة‬,расол ,туршия,আচার ,kiseli krastavčić,el cogombre,naložená okurka,syltet agurk,die Essiggurke,το τουρσί ,pickle,pickle,el pepinillo,marineeritud kurk,‫خیارشور‬,suolakurkku,le cornichon,מלפפון חמוץ ,अचार ,krastavac,ecetes uborka,acar,il cetriolo sotto aceto,ピクルス ,პიკული ,피클 ,raugintas agurkas,the skābēt ,кисела краставичка ,लोणचे ,de augurk,sylteagurk,ਅਚਾਰ ,ogórki marynowane,a curgete em picles,o picles,scobitoare,корнишон,kyslá uhorka ,kisla kumarica,Turshi,кисели краставчић,ättiksgurka,ஊறுகாய்,ఊరగాయ ,แตงดอง,Turşu ,корнішон,‫سرکے والی ککڑی‬ ,dưa chuột bao tử (ri) muối ,醋黄瓜
1054,хьакухьалыжъу,pastei,‫الكعكة‬,пірог ,пай,পাই ,pita,el pastís ,koláč,tærte ,die Pastete,η πίτα ,pie,pie,el pastel,pasteet,‫پاستته‬,piirakka,la quiche,פאי ,भरवां पराठा ,pita,pite,pastel,il pasticcio,パイ ,ღვეზელი ,파이 ,pyragas,pīrāgs ,колач ,एक पक्वान्न ,de taart,pai,ਪਾਈ ,ciasto,a tarte,a torta,plăcintă,пирог,paštéta ,pasteta,Byrek,пита,paj,பேஸ்ட்ரி உணவு வகை,ఒక రకం రొట్టె ,พาย,pasta,пиріг,‫پائی‬ ,bánh nướng nhân ngọt ,馅饼
1055,пиццэ,pizza,‫البيتزا‬,піца ,пица,পিজা ,pizza,la pizza,pizza,pizza,die Pizza,η πίτσα ,pizza,pizza,la pizza,pitsa,‫پیتزا‬,pizza,la pizza,פיצה ,पिज़्ज़ा ,pizza,pizza,pizza,la pizza,ピザ ,პიცა ,피자 ,pica,pica,пица ,पिझ्झा ,de pizza,pizza,ਪਿੱਜ਼ਾ ,pizza,a piza,a pizza,pizza,пицца,pizza,pica,Pica,пица,pizza,பீஸ்ஸா,పిజ్జా ,พิซซ่า,pizza,піца,‫پیزا‬ ,bánh pizza ,比萨
1056,натрыф гъэтIыпIагъ,springmielies,‫الفشار‬,папкорн ,пуканки,ভুট্টার খই ,kokice,les crispetes,popcorn,popcorn,das Popcorn,το ποπ κορν ,popcorn,popcorn,las palomitas de maíz,popkorn,‫پاپ کورن ‬,popcorn,le pop-corn,פופקורן ,पॉपकॉर्न ,kokice,pattogatott kukorica,jagung berondong,il popcorn,ポップコーン ,ბატიბუტი ,팝콘 ,kukurūzų spragėsiai ,popkorns,пуканки ,पॉपकॉर्न ,de popcorn,popkorn,ਪਾਪਕਾਰਨ ,popcorn,a pipoca,a pipoca,floricele de porumb,попкорн,pukance,pokovka,Kokoshka,кокице,popcorn,பாப்கார்ன்,పేలాలు ,ข้าวโพดคั่ว,patlamış mısır ,попкорн,‫پوپ کورن‬ ,món bỏng ngô ,爆米花
1057,картоф,aartappel,‫البطاطا‬,бульба ,картоф,আলু ,krompir,la patata,brambora,kartoflen,die Kartoffel,η πατάτα ,potato,potato,la patata,kartul,‫سیب زمینی‬,peruna,la pomme de terre,תפוח אדמה ,आलू ,krumpir,burgonya,kentang,la patata,ジャガイモ ,კარტოფილი ,감자 ,bulvė ,kartupeļu ,компир ,बटाटा ,de aardappel,potet,ਆਲੂ ,ziemniak,a batata,a batata,cartofi,картофель,zemiak,krompir,Patate,кромпир,potatis,உருளைக்கிழங்கு,ఉర్లగడ్డ ,มันฝรั่ง,patates,картопля,‫آلو‬ ,khoai tây ,马铃薯
1058,картоф бзыгъэ гъэгъугъэр (чипсы),aartappelskyfies,‫رقائق البطاطس‬,бульбяныя чыпсы ,чипс,পটেটো চিপস ,čips,les patates fregides,bramborové lupínky,kartoffelchips,die Kartoffelchips,τα πατατάκια ,potato chips,potato chips,las patatas fritas,kartulikrõpsud ,‫چیپس‬,perunalastut,les chips,צ`יפס ,आलू के चिप्स ,čips,burgonyachips,chip kentang,le patatine,ポテトチップ ,კარტოფილის ჩიპსები ,감자칩 ,bulvių traškučiai ,kartupeļu čipsi ,чипс ,बटाटा वेफर्स ,de aardappel chips,potetgull,ਆਲੂ ਚਿਪਸ ,chipsy,as batatas fritas,as batatas fritas,chips-uri de cartofi,картофельные чипсы,zemiakové lupienky ,čips ,Cifla patatesh,чипс,potatischips,உருளைக்கிழங்கு சிப்ஸ்,పొటాటో చిప్స్ ,มันฝรั่งทอด,patates cipsi,картопляні чіпси,‫آلو کی چپس‬ ,lát khoai tây chiên ,薯片
